nearest_facility_id,nearest_facility_type,month,detections,active_days,mean_frp_mw,max_frp_mw
P100000124058,cement,4,5,5,1.278,1.83
P100000124058,cement,5,3,3,1.45,1.58
P100000124058,cement,6,1,1,1.45,1.45
P100000124058,cement,10,1,1,0.49,0.49
P100000124058,cement,11,5,5,0.702,0.87
P100000124058,cement,12,3,3,0.5433333333333333,0.65
P100000124059,cement,1,11,10,0.829090909090909,1.13
P100000124059,cement,2,13,12,0.86,1.23
P100000124059,cement,3,12,12,1.1475,1.6
P100000124059,cement,4,7,6,1.7285714285714284,3.39
P100000124059,cement,5,4,4,2.015,2.91
P100000124059,cement,10,4,4,0.895,1.18
P100000124059,cement,11,11,11,1.0663636363636364,2.59
P100000124059,cement,12,5,4,0.748,1.01
P100000124060,cement,1,16,12,1.0175,1.53
P100000124060,cement,2,12,11,1.1558333333333333,1.52
P100000124060,cement,3,11,8,1.2481818181818183,2.35
P100000124060,cement,4,9,7,1.2833333333333334,1.94
P100000124060,cement,5,8,7,1.44375,3.83
P100000124060,cement,9,3,2,0.7133333333333334,0.79
P100000124060,cement,10,2,2,0.81,1.04
P100000124060,cement,11,4,4,0.7125,0.88
P100000124060,cement,12,16,12,1.025625,1.31
P100000124061,cement,1,1,1,0.7,0.7
P100000124061,cement,2,3,3,1.5566666666666666,2.48
P100000124062,cement,1,17,17,1.24,1.66
P100000124062,cement,2,20,19,1.4795,2.21
P100000124062,cement,3,10,10,1.866,3.38
P100000124062,cement,4,11,10,2.6163636363636367,5.55
P100000124062,cement,5,5,5,1.922,4.31
P100000124062,cement,6,1,1,4.06,4.06
P100000124062,cement,7,1,1,1.01,1.01
P100000124062,cement,8,3,3,0.89,1.14
P100000124062,cement,9,2,2,1.255,1.43
P100000124062,cement,10,17,13,1.1788235294117646,1.92
P100000124062,cement,11,24,21,1.1870833333333333,1.83
P100000124062,cement,12,14,12,1.2278571428571428,1.88
P100000124063,cement,1,2,2,0.665,0.74
P100000124063,cement,2,2,2,0.61,0.74
P100000124063,cement,3,1,1,0.74,0.74
P100000124063,cement,10,1,1,1.53,1.53
P100000124064,cement,1,27,20,1.257037037037037,2.14
P100000124064,cement,2,25,22,1.7275999999999998,2.58
P100000124064,cement,3,28,22,2.4925,5.62
P100000124064,cement,4,23,16,2.0852173913043477,6.14
P100000124064,cement,5,12,9,2.794166666666667,6.44
P100000124064,cement,6,5,4,1.598,4.37
P100000124064,cement,7,6,5,1.2483333333333333,2.04
P100000124064,cement,8,8,5,1.755,3.64
P100000124064,cement,9,6,4,0.965,1.16
P100000124064,cement,10,6,5,1.6383333333333334,1.92
P100000124064,cement,11,22,16,1.4222727272727271,2.16
P100000124064,cement,12,27,20,1.2996296296296297,3.05
P100000124065,cement,1,13,12,1.0776923076923077,1.67
P100000124065,cement,2,5,4,1.176,1.65
P100000124065,cement,3,5,5,0.8480000000000001,1.02
P100000124065,cement,4,4,4,1.5899999999999999,2.03
P100000124065,cement,5,7,6,1.6785714285714286,2.54
P100000124065,cement,6,3,3,3.4333333333333336,7.33
P100000124065,cement,11,4,3,1.1775,1.27
P100000124065,cement,12,8,6,1.0825,1.6
P100000124066,cement,1,10,10,0.9029999999999999,1.39
P100000124066,cement,2,11,10,1.0909090909090908,1.37
P100000124066,cement,3,6,6,1.2733333333333332,1.55
P100000124066,cement,4,2,1,1.365,1.51
P100000124066,cement,6,2,1,5.25,5.35
P100000124066,cement,8,2,2,0.76,0.76
P100000124066,cement,9,1,1,1.67,1.67
P100000124066,cement,10,7,7,0.8014285714285714,0.96
P100000124066,cement,11,2,2,0.76,0.9
P100000124066,cement,12,12,11,0.8533333333333334,1.15
P100000124067,cement,1,36,29,1.3419444444444446,2.39
P100000124067,cement,2,36,26,1.2058333333333333,2.3
P100000124067,cement,3,33,26,1.5693939393939393,3.17
P100000124067,cement,4,29,25,1.5510344827586207,2.64
P100000124067,cement,5,15,12,1.7113333333333332,2.95
P100000124067,cement,7,4,4,1.2149999999999999,1.37
P100000124067,cement,8,3,3,1.2266666666666668,1.73
P100000124067,cement,9,8,7,1.40375,3.81
P100000124067,cement,10,13,12,1.2630769230769232,1.68
P100000124067,cement,11,22,19,1.4272727272727272,2.06
P100000124067,cement,12,35,26,1.350857142857143,2.48
P100000124068,cement,1,24,17,1.2041666666666666,1.78
P100000124068,cement,2,18,13,1.2294444444444443,1.97
P100000124068,cement,3,29,18,1.4237931034482758,3.17
P100000124068,cement,4,16,11,1.68625,2.68
P100000124068,cement,5,7,5,1.552857142857143,2.58
P100000124068,cement,6,2,2,2.115,2.68
P100000124068,cement,7,2,2,0.8899999999999999,1.21
P100000124068,cement,8,11,9,1.2845454545454547,2.37
P100000124068,cement,9,15,10,1.602,2.65
P100000124068,cement,10,16,11,1.396875,2.37
P100000124068,cement,11,29,16,1.3020689655172413,2.2
P100000124068,cement,12,27,15,1.2085185185185185,2.07
P100000124069,cement,1,14,14,0.9614285714285715,1.17
P100000124069,cement,2,15,13,0.9066666666666666,1.38
P100000124069,cement,3,9,8,0.9188888888888889,1.34
P100000124069,cement,4,5,5,1.166,1.87
P100000124069,cement,5,4,4,1.7675,3.71
P100000124069,cement,6,1,1,1.03,1.03
P100000124069,cement,8,2,2,0.6599999999999999,0.75
P100000124069,cement,9,5,5,0.844,1.16
P100000124069,cement,10,4,4,0.7625,0.92
P100000124069,cement,11,12,12,0.8966666666666666,1.28
P100000124069,cement,12,19,19,0.8615789473684211,1.77
P100000124070,cement,1,11,11,1.531818181818182,2.01
P100000124070,cement,2,7,7,1.6600000000000001,2.84
P100000124070,cement,3,6,6,1.6783333333333335,1.98
P100000124070,cement,4,7,7,1.7442857142857144,2.1
P100000124070,cement,5,1,1,2.21,2.21
P100000124070,cement,6,1,1,2.68,2.68
P100000124070,cement,8,1,1,0.88,0.88
P100000124070,cement,9,3,3,1.1966666666666665,1.61
P100000124070,cement,10,2,2,0.64,0.88
P100000124070,cement,11,6,6,0.975,1.35
P100000124070,cement,12,5,4,1.268,2.08
P100000124071,cement,3,1,1,1.12,1.12
P100000124071,cement,12,1,1,0.23,0.23
P100000124072,cement,1,17,15,1.1764705882352942,1.9
P100000124072,cement,2,24,20,1.1520833333333333,1.94
P100000124072,cement,3,10,9,1.306,2.04
P100000124072,cement,4,2,2,1.15,1.33
P100000124072,cement,5,1,1,0.77,0.77
P100000124072,cement,6,1,1,2.05,2.05
P100000124072,cement,8,1,1,1.49,1.49
P100000124072,cement,10,1,1,1.07,1.07
P100000124072,cement,11,14,13,1.025,1.79
P100000124072,cement,12,10,9,1.426,3.62
P100000124073,cement,1,5,5,0.6940000000000001,0.87
P100000124073,cement,2,2,2,0.7050000000000001,0.76
P100000124073,cement,3,5,4,0.508,0.84
P100000124073,cement,4,5,5,0.666,1.04
P100000124073,cement,5,4,4,0.7575000000000001,0.87
P100000124073,cement,6,1,1,1.01,1.01
P100000124073,cement,10,5,5,0.7939999999999999,0.91
P100000124073,cement,11,2,2,0.47,0.49
P100000124073,cement,12,3,3,0.53,0.56
P100000124074,cement,1,42,27,1.3873809523809524,2.71
P100000124074,cement,2,27,22,1.482962962962963,2.4
P100000124074,cement,3,35,22,1.5705714285714285,2.55
P100000124074,cement,4,21,17,1.8199999999999998,2.89
P100000124074,cement,5,2,2,0.9299999999999999,0.97
P100000124074,cement,6,4,4,1.17,1.34
P100000124074,cement,9,3,3,0.79,1.14
P100000124074,cement,10,29,19,1.2848275862068965,2.14
P100000124074,cement,11,37,24,1.2635135135135136,2.13
P100000124074,cement,12,18,14,1.0811111111111111,1.98
P100000124078,cement,3,2,2,3.0500000000000003,5.07
P100000124078,cement,12,2,1,5.5,7.68
P100000124082,cement,3,2,1,6.85,6.85
P100000124084,cement,6,1,1,4.56,4.56
P100000124088,cement,1,1,1,1.31,1.31
P100000124088,cement,2,1,1,1.0,1.0
P100000124088,cement,3,1,1,1.09,1.09
P100000124088,cement,9,2,2,1.115,1.38
P100000124088,cement,10,1,1,1.61,1.61
P100000124091,cement,1,1,1,3.53,3.53
P100000124092,cement,4,3,3,6.56,8.26
P100000124096,cement,11,1,1,1.49,1.49
P100000124097,cement,1,4,4,0.87,1.26
P100000124097,cement,2,2,1,8.94,8.94
P100000124097,cement,11,1,1,0.59,0.59
P100000124097,cement,12,2,2,0.6,0.63
P100000124098,cement,1,7,6,0.45285714285714285,0.58
P100000124098,cement,2,4,4,0.465,0.58
P100000124098,cement,3,9,9,0.7755555555555556,0.95
P100000124098,cement,4,1,1,1.36,1.36
P100000124098,cement,8,1,1,1.25,1.25
P100000124098,cement,9,1,1,0.74,0.74
P100000124098,cement,10,5,5,1.016,1.37
P100000124098,cement,11,9,9,0.6288888888888889,1.12
P100000124098,cement,12,15,14,0.7793333333333333,1.05
P100000124100,cement,3,1,1,1.01,1.01
P100000124100,cement,5,1,1,0.75,0.75
P100000124106,cement,2,1,1,2.48,2.48
P100000124107,cement,1,6,6,0.5333333333333333,0.68
P100000124107,cement,2,1,1,0.58,0.58
P100000124107,cement,3,2,2,0.7050000000000001,1.01
P100000124107,cement,5,1,1,0.75,0.75
P100000124107,cement,9,1,1,0.64,0.64
P100000124107,cement,10,4,4,0.685,0.79
P100000124107,cement,11,1,1,0.49,0.49
P100000124107,cement,12,6,6,0.5816666666666667,0.67
P100000124109,cement,2,1,1,3.62,3.62
P100000124110,cement,1,2,2,0.49,0.57
P100000124110,cement,2,5,5,0.6300000000000001,0.8
P100000124110,cement,3,2,2,0.8200000000000001,0.89
P100000124110,cement,4,2,2,1.17,1.27
P100000124110,cement,5,4,4,0.8525,1.09
P100000124110,cement,6,1,1,2.05,2.05
P100000124110,cement,7,1,1,2.24,2.24
P100000124110,cement,8,1,1,0.67,0.67
P100000124110,cement,9,1,1,1.03,1.03
P100000124110,cement,10,4,4,1.2725,2.0
P100000124110,cement,11,9,9,0.7644444444444445,1.05
P100000124110,cement,12,5,5,0.9179999999999999,1.04
P100000124112,cement,3,3,3,4.176666666666667,8.21
P100000124112,cement,5,1,1,18.49,18.49
P100000124117,cement,2,2,1,5.65,5.65
P100000124117,cement,4,1,1,3.4,3.4
P100000124118,cement,1,7,7,0.777142857142857,1.17
P100000124118,cement,2,4,4,0.86,1.33
P100000124118,cement,3,3,3,1.07,1.23
P100000124118,cement,4,4,4,1.295,1.91
P100000124118,cement,5,2,2,0.95,1.42
P100000124118,cement,6,1,1,1.37,1.37
P100000124118,cement,8,4,4,1.335,1.89
P100000124118,cement,9,4,4,1.0825,1.49
P100000124118,cement,10,3,2,0.9866666666666667,1.1
P100000124118,cement,11,13,11,0.9353846153846154,1.26
P100000124118,cement,12,16,16,0.988125,1.6
P100000124120,cement,3,2,2,1.96,3.08
P100000124122,cement,2,1,1,2.33,2.33
P100000124123,cement,1,8,7,0.8075,1.22
P100000124123,cement,2,7,7,1.0657142857142856,1.39
P100000124123,cement,3,7,7,1.3528571428571428,1.66
P100000124123,cement,4,3,3,1.5766666666666669,1.95
P100000124123,cement,5,1,1,2.24,2.24
P100000124123,cement,6,1,1,1.28,1.28
P100000124123,cement,8,1,1,2.74,2.74
P100000124123,cement,9,1,1,0.81,0.81
P100000124123,cement,11,1,1,0.97,0.97
P100000124123,cement,12,1,1,0.64,0.64
P100000124124,cement,1,6,6,0.7066666666666667,0.91
P100000124124,cement,2,7,6,0.7642857142857142,1.06
P100000124124,cement,3,14,12,1.5278571428571428,2.25
P100000124124,cement,4,5,4,1.8259999999999998,2.96
P100000124124,cement,5,8,8,1.8075,3.02
P100000124124,cement,6,1,1,1.98,1.98
P100000124124,cement,7,1,1,0.87,0.87
P100000124124,cement,9,7,5,1.8942857142857144,2.6
P100000124124,cement,10,10,7,1.6179999999999999,2.55
P100000124124,cement,11,21,16,1.259047619047619,2.11
P100000124124,cement,12,23,15,1.4260869565217391,2.91
P100000124125,cement,1,1,1,0.53,0.53
P100000124125,cement,2,1,1,0.47,0.47
P100000124125,cement,9,1,1,0.27,0.27
P100000124125,cement,10,1,1,0.77,0.77
P100000124125,cement,12,2,2,0.495,0.57
P100000124130,cement,3,2,1,10.995000000000001,11.49
P100000124132,cement,1,3,3,0.48,0.69
P100000124132,cement,2,2,2,0.645,0.75
P100000124132,cement,7,1,1,1.48,1.48
P100000124132,cement,9,2,2,1.495,1.75
P100000124132,cement,10,3,3,1.4666666666666668,1.59
P100000124132,cement,11,6,6,0.9,1.76
P100000124132,cement,12,6,6,0.5016666666666666,0.67
P100000124134,cement,1,6,6,0.8816666666666667,1.22
P100000124134,cement,2,6,6,1.2416666666666667,1.46
P100000124134,cement,3,3,3,0.9066666666666666,1.15
P100000124134,cement,4,3,3,1.79,2.12
P100000124134,cement,5,1,1,1.06,1.06
P100000124134,cement,6,1,1,1.47,1.47
P100000124134,cement,7,1,1,0.68,0.68
P100000124134,cement,8,2,2,0.725,0.86
P100000124134,cement,9,3,3,0.7966666666666667,1.12
P100000124134,cement,10,2,2,0.87,1.25
P100000124134,cement,11,8,8,0.88,1.33
P100000124134,cement,12,4,4,0.8574999999999999,1.18
P100000124135,cement,1,42,24,1.572142857142857,2.64
P100000124135,cement,2,35,23,1.6125714285714285,3.01
P100000124135,cement,3,37,26,2.1445945945945946,3.55
P100000124135,cement,4,26,16,2.268846153846154,4.17
P100000124135,cement,5,4,4,1.8725,2.54
P100000124135,cement,6,1,1,1.88,1.88
P100000124135,cement,7,2,2,0.855,0.95
P100000124135,cement,9,5,4,0.8220000000000001,1.38
P100000124135,cement,10,14,14,1.5992857142857144,2.66
P100000124135,cement,11,29,24,1.4624137931034482,2.45
P100000124135,cement,12,53,27,1.5169811320754718,2.7
P100000124147,cement,3,1,1,4.6,4.6
P100000124152,cement,5,1,1,1.86,1.86
P100000124158,cement,1,1,1,2.26,2.26
P100000124473,cement,6,1,1,2.86,2.86
P100000124506,cement,1,7,7,0.777142857142857,1.16
P100000124506,cement,2,5,4,0.836,1.13
P100000124506,cement,3,3,3,1.06,1.26
P100000124506,cement,4,1,1,1.36,1.36
P100000124506,cement,5,1,1,1.08,1.08
P100000124506,cement,8,2,2,2.605,4.03
P100000124506,cement,9,2,2,0.6499999999999999,0.72
P100000124506,cement,10,8,7,0.8,1.44
P100000124506,cement,11,2,2,0.6799999999999999,0.71
P100000124506,cement,12,4,4,0.7375,0.94
P100000124507,cement,5,2,1,3.02,3.02
P100000124511,cement,1,3,3,0.5533333333333333,0.59
P100000124511,cement,2,2,2,0.385,0.43
P100000124511,cement,3,2,2,0.6,0.62
P100000124511,cement,10,1,1,0.47,0.47
P100000124511,cement,11,10,8,0.564,0.7
P100000124511,cement,12,7,7,0.63,0.87
P100000124512,cement,6,2,2,5.835,8.5
P100000124512,cement,7,1,1,7.71,7.71
P100000124518,cement,3,1,1,5.5,5.5
P100000124521,cement,12,1,1,3.57,3.57
P100000124524,cement,12,2,2,0.63,0.67
P100000124528,cement,4,1,1,4.14,4.14
P100000124528,cement,6,3,3,2.8000000000000003,4.84
P100000124528,cement,9,2,2,2.645,3.04
P100000124528,cement,10,2,2,4.665,7.36
P100000124528,cement,12,2,1,1.5899999999999999,1.77
P100000124530,cement,4,2,1,14.030000000000001,17.85
P100000124530,cement,11,2,1,3.66,3.66
P100000124530,cement,12,6,5,5.953333333333333,11.57
P100000124532,cement,2,1,1,2.46,2.46
P100000124534,cement,1,7,6,0.5728571428571428,0.83
P100000124534,cement,2,2,2,0.82,0.94
P100000124534,cement,3,1,1,6.74,6.74
P100000124534,cement,4,5,5,2.934,4.68
P100000124534,cement,5,1,1,5.88,5.88
P100000124534,cement,12,5,5,0.584,0.76
P100000124536,cement,4,1,1,0.71,0.71
P100000124537,cement,1,18,16,1.0005555555555556,1.58
P100000124537,cement,2,20,19,1.0535,1.67
P100000124537,cement,3,18,17,1.3483333333333334,2.1
P100000124537,cement,4,9,8,1.5322222222222222,1.85
P100000124537,cement,5,3,3,1.6366666666666667,1.85
P100000124537,cement,7,1,1,0.66,0.66
P100000124537,cement,8,2,2,1.83,2.83
P100000124537,cement,9,4,3,1.0050000000000001,1.74
P100000124537,cement,10,7,7,0.8542857142857143,1.27
P100000124537,cement,11,15,13,0.8353333333333333,1.33
P100000124537,cement,12,18,16,0.8977777777777778,1.29
P100000124538,cement,1,5,5,0.79,1.19
P100000124538,cement,2,3,2,0.6566666666666666,0.77
P100000124538,cement,3,1,1,0.81,0.81
P100000124538,cement,4,1,1,0.5,0.5
P100000124538,cement,5,1,1,0.79,0.79
P100000124538,cement,6,1,1,0.39,0.39
P100000124538,cement,10,2,2,0.42,0.49
P100000124538,cement,11,8,6,0.7125,0.91
P100000124538,cement,12,21,18,0.7771428571428571,1.11
P100000124539,cement,2,7,3,2.64,4.8
P100000124539,cement,3,2,2,0.825,0.84
P100000124539,cement,4,4,3,1.6225,2.17
P100000124541,cement,1,4,4,0.78,0.86
P100000124541,cement,2,3,3,0.6033333333333334,0.69
P100000124541,cement,3,7,5,2.575714285714285,9.77
P100000124541,cement,6,1,1,0.62,0.62
P100000124626,cement,3,1,1,7.36,7.36
P100000124636,cement,12,1,1,1.7,1.7
P100000124637,cement,1,15,14,0.8173333333333334,1.26
P100000124637,cement,2,15,14,0.8013333333333333,1.14
P100000124637,cement,3,11,11,0.9963636363636365,1.35
P100000124637,cement,4,6,6,0.8883333333333333,1.48
P100000124637,cement,5,2,2,1.405,1.52
P100000124637,cement,6,3,3,1.0566666666666666,1.27
P100000124637,cement,7,2,1,0.645,0.66
P100000124637,cement,8,4,4,1.365,2.18
P100000124637,cement,9,5,5,0.892,1.03
P100000124637,cement,10,9,9,0.9411111111111112,1.44
P100000124637,cement,11,8,6,1.0725,1.56
P100000124637,cement,12,16,15,0.963125,1.43
P100000124640,cement,5,2,1,2.625,2.66
P100000124641,cement,4,1,1,6.99,6.99
P100000124722,cement,6,1,1,2.86,2.86
P100000125199,cement,1,1,1,2.39,2.39
P100000125199,cement,2,2,1,2.7150000000000003,4.11
P100000125199,cement,12,2,2,3.535,4.39
P100000125208,cement,4,2,2,0.945,1.13
P100000125215,cement,12,1,1,0.59,0.59
P100000126784,cement,11,1,1,3.22,3.22
P100000126804,cement,3,6,5,4.175,4.96
P100000126804,cement,4,3,2,2.5566666666666666,3.02
P100000126804,cement,12,2,1,3.42,3.42
P100000127201,cement,9,1,1,4.55,4.55
P100000127204,cement,3,1,1,4.43,4.43
P100000127204,cement,4,1,1,11.19,11.19
P100000127205,cement,1,1,1,2.26,2.26
P100000127509,cement,1,1,1,0.65,0.65
P100000127509,cement,2,4,4,0.6725,0.96
P100000127509,cement,3,1,1,0.93,0.93
P100001025672,steel,1,8,8,0.64375,0.9
P100001025672,steel,2,8,7,1.33,6.35
P100001025672,steel,3,5,5,2.774,10.06
P100001025672,steel,11,2,1,0.395,0.54
P100001025672,steel,12,11,11,0.8181818181818182,1.36
P100001025815,steel,1,7,6,0.6628571428571429,0.96
P100001025815,steel,2,3,3,0.66,0.91
P100001025815,steel,3,7,7,2.6471428571428572,8.18
P100001025815,steel,4,2,2,0.71,0.9
P100001025815,steel,10,2,2,0.8049999999999999,0.86
P100001025815,steel,11,2,2,0.5700000000000001,0.66
P100001025815,steel,12,6,5,0.6733333333333333,0.82
P100001025818,steel,1,2,2,0.365,0.4
P100001025818,steel,2,1,1,0.37,0.37
P100001025818,steel,3,1,1,0.75,0.75
P100001025818,steel,4,2,2,0.81,0.96
P100001025818,steel,6,2,2,0.88,0.98
P100001025818,steel,7,1,1,1.07,1.07
P100001025818,steel,8,2,2,1.525,1.88
P100001025818,steel,9,1,1,0.8,0.8
P100001025818,steel,10,4,4,0.8075,1.19
P100001025818,steel,11,17,15,0.6623529411764706,1.21
P100001025818,steel,12,18,16,0.6905555555555556,1.23
P100001025819,steel,1,58,28,1.2222413793103448,2.44
P100001025819,steel,2,44,25,1.2086363636363637,2.02
P100001025819,steel,3,34,23,1.2711764705882354,2.7
P100001025819,steel,4,34,21,1.5982352941176472,3.1
P100001025819,steel,5,21,14,1.301904761904762,2.9
P100001025819,steel,6,12,9,1.6641666666666666,4.93
P100001025819,steel,8,4,4,1.0925,1.27
P100001025819,steel,9,9,9,1.4122222222222223,2.26
P100001025819,steel,10,24,16,1.045,1.64
P100001025819,steel,11,47,26,1.132340425531915,2.32
P100001025819,steel,12,39,23,1.1023076923076924,2.05
P100001025922,steel,1,16,12,1.0725,1.71
P100001025922,steel,2,22,15,1.1954545454545455,1.77
P100001025922,steel,3,18,14,2.3305555555555557,6.75
P100001025922,steel,4,10,8,1.598,2.55
P100001025922,steel,5,7,5,2.2642857142857142,5.06
P100001025922,steel,6,5,4,1.98,3.23
P100001025922,steel,7,1,1,1.47,1.47
P100001025922,steel,8,4,3,1.4825,2.34
P100001025922,steel,9,10,8,1.353,3.02
P100001025922,steel,10,11,8,1.9545454545454546,4.3
P100001025922,steel,11,33,20,1.616969696969697,3.97
P100001025922,steel,12,34,18,1.2814705882352941,3.35
P100001025938,steel,1,1,1,1.2,1.2
P100001045282,steel,1,8,7,1.24375,4.81
P100001045282,steel,2,10,10,0.952,1.34
P100001045282,steel,3,6,6,1.015,1.22
P100001045282,steel,4,7,6,1.2514285714285713,1.75
P100001045282,steel,5,1,1,1.37,1.37
P100001045282,steel,9,1,1,1.06,1.06
P100001045282,steel,10,2,2,0.785,0.79
P100001045282,steel,11,4,3,0.75,0.9
P100001045282,steel,12,10,7,0.743,1.63
P100001045284,steel,1,22,15,0.9695454545454545,1.31
P100001045284,steel,2,2,2,0.8200000000000001,0.83
P100001045284,steel,3,1,1,0.48,0.48
P100001045284,steel,4,1,1,0.74,0.74
P100001045284,steel,5,1,1,1.86,1.86
P100001045284,steel,6,1,1,2.59,2.59
P100001045284,steel,9,2,2,1.085,1.11
P100001045284,steel,10,11,11,1.201818181818182,1.59
P100001045284,steel,11,18,16,0.9244444444444445,1.44
P100001045284,steel,12,12,10,1.0166666666666666,1.52
P100001045296,steel,2,1,1,4.73,4.73
P100001045296,steel,10,9,9,1.0677777777777777,1.53
P100001045296,steel,11,30,24,0.94,1.52
P100001045296,steel,12,24,21,0.9704166666666666,1.5
P100001045317,steel,1,23,14,1.3056521739130436,2.57
P100001045317,steel,2,35,25,1.3137142857142858,2.14
P100001045317,steel,3,35,23,1.660857142857143,2.88
P100001045317,steel,4,25,22,1.9596,3.35
P100001045317,steel,5,32,19,1.636875,3.06
P100001045317,steel,6,17,13,2.105294117647059,5.52
P100001045317,steel,7,4,3,3.5875,5.57
P100001045317,steel,8,2,2,1.9100000000000001,1.96
P100001045317,steel,9,13,9,1.7153846153846155,5.1
P100001045317,steel,10,22,17,1.5313636363636363,2.12
P100001045317,steel,11,11,9,1.1063636363636364,1.97
P100001045317,steel,12,18,13,1.2222222222222223,2.14
P100001061405,steel,2,2,1,5.97,9.02
P100001061405,steel,4,1,1,5.53,5.53
P100001061405,steel,12,1,1,2.93,2.93
P100001062086,steel,3,1,1,11.58,11.58
P100001062088,steel,3,2,1,5.84,6.43
P100001062093,steel,5,1,1,15.6,15.6
